source,destiny,weight
whitehouse,usatoday,1
whitehouse,realclearpolicy,1
theautomaticearth,nakedcapitalism,122
theautomaticearth,motherjones,120
theautomaticearth,bbc,25
theautomaticearth,huffpost,5
theautomaticearth,foxnews,11
theautomaticearth,theguardian,209
theautomaticearth,irishtimes,6
theautomaticearth,bing,4
theautomaticearth,rt,67
theautomaticearth,antiwar,4
theautomaticearth,independent,39
theautomaticearth,counterpunch,19
theautomaticearth,rollingstone,9
theautomaticearth,dailymail,4
theautomaticearth,nytimes,2
theautomaticearth,mongabay,2
theautomaticearth,truthout,3
theautomaticearth,thelondoneconomic,2
theautomaticearth,newsmax,4
theautomaticearth,euractiv,2
theautomaticearth,smh,15
theautomaticearth,commondreams,4
theautomaticearth,aljazeera,4
theautomaticearth,thecanary,2
theautomaticearth,npr,7
theautomaticearth,cbc,4
theautomaticearth,strategic-culture,18
theautomaticearth,cnbc,15
theautomaticearth,alternet,2
theautomaticearth,time,2
theautomaticearth,nationalreview,3
theautomaticearth,nbcnews,4
theautomaticearth,sbs,2
theautomaticearth,truthdig,6
theautomaticearth,russia-insider,4
theautomaticearth,humanevents,7
theautomaticearth,shadowproof,2
theautomaticearth,sky,2
theautomaticearth,cbsnews,2
theautomaticearth,newsweek,5
theautomaticearth,middleeastmonitor,3
theautomaticearth,cnn,5
theautomaticearth,sputniknews,3
theautomaticearth,theintercept,7
theautomaticearth,ronpaulinstitute,4
theautomaticearth,amgreatness,4
theautomaticearth,latimes,3
theautomaticearth,express,7
theautomaticearth,moonofalabama,3
theautomaticearth,thenation,2
theautomaticearth,ctvnews,2
theautomaticearth,seattletimes,4
theautomaticearth,startribune,2
theautomaticearth,forbes,4
theautomaticearth,swissinfo,2
theautomaticearth,nymag,1
theautomaticearth,washingtonpost,1
theautomaticearth,theweek,1
theautomaticearth,financialpost,1
theautomaticearth,juancole,1
theautomaticearth,thetyee,1
theautomaticearth,theamericanconservative,1
theautomaticearth,dailycaller,1
theautomaticearth,sfchronicle,1
theautomaticearth,freep,1
theautomaticearth,realclearinvestigations,1
theautomaticearth,libertynation,1
theautomaticearth,independentsentinel,1
theautomaticearth,tass,1
theautomaticearth,telegraph,1
theautomaticearth,usatoday,2
theautomaticearth,vanityfair,2
theautomaticearth,realclearpolitics,1
theautomaticearth,eff,1
theautomaticearth,washingtonexaminer,1
theautomaticearth,currentaffairs,1
heraldsun,news,14
heraldsun,adelaidenow,6
heraldsun,couriermail,6
heraldsun,dailytelegraph,6
heraldsun,theaustralian,6
wallstreetonparade,nypost,2
wallstreetonparade,truthout,1
wallstreetonparade,thinkprogress,1
wallstreetonparade,foxnews,1
wallstreetonparade,whitehouse,3
wallstreetonparade,prwatch,1
wallstreetonparade,theguardian,1
wallstreetonparade,nytimes,11
wallstreetonparade,cnbc,6
wallstreetonparade,cbsnews,5
wallstreetonparade,rollingstone,3
wallstreetonparade,cnn,4
wallstreetonparade,npr,1
wallstreetonparade,washingtonpost,2
wallstreetonparade,forbes,1
wallstreetonparade,fortune,1
wallstreetonparade,bostonglobe,1
wallstreetonparade,americansforprosperity,1
wallstreetonparade,theintercept,1
wallstreetonparade,pbs,2
wallstreetonparade,sfgate,1
wallstreetonparade,brookings,1
wallstreetonparade,counterpunch,1
wallstreetonparade,vanityfair,1
wallstreetonparade,wsj,1
wallstreetonparade,nydailynews,1
crooksandliars,time,2
crooksandliars,orlandosentinel,1
crooksandliars,foxnews,1
crooksandliars,newsweek,1
crooksandliars,fivethirtyeight,1
crooksandliars,tampabay,1
crooksandliars,theatlantic,3
crooksandliars,washingtonpost,8
crooksandliars,cnn,3
crooksandliars,forward,1
crooksandliars,nytimes,5
crooksandliars,realclearpolitics,1
crooksandliars,dailykos,1
crooksandliars,nydailynews,1
crooksandliars,nowthisnews,2
crooksandliars,thedailybeast,3
crooksandliars,fortune,1
crooksandliars,mediamatters,1
crooksandliars,emptywheel,2
crooksandliars,latimes,3
crooksandliars,mediaite,1
theringer,bostonherald,1
theringer,usatoday,6
theringer,cbc,2
theringer,nytimes,19
theringer,latimes,5
theringer,fivethirtyeight,6
theringer,uproxx,1
theringer,hollywoodreporter,8
theringer,forbes,3
theringer,wsj,4
theringer,theverge,6
theringer,npr,4
theringer,washingtonpost,5
theringer,suntimes,1
theringer,vanityfair,3
theringer,deadline,1
theringer,salon,1
theringer,theatlantic,5
theringer,slate,4
theringer,theguardian,4
theringer,newsweek,1
theringer,ajc,1
theringer,rollingstone,2
theringer,nypost,4
theringer,nymag,10
theringer,fortune,2
theringer,vox,3
theringer,techcrunch,3
theringer,nola,1
theringer,sltrib,1
theringer,deseretnews,1
theringer,azcentral,2
theringer,cleveland,1
theringer,telegraph,1
theringer,thestar,6
theringer,observer,1
theringer,nydailynews,1
theringer,sfgate,5
theringer,newyorker,4
theringer,sfchronicle,1
theringer,sfexaminer,2
theringer,eastbaytimes,1
theringer,engadget,1
theringer,quillette,1
theringer,time,1
theringer,thenextweb,1
theringer,brookings,1
theringer,bbc,1
theringer,nowtoronto,1
mediaequalizer,townhall,1
mediaequalizer,nypost,1
mediaequalizer,foxnews,6
mediaequalizer,nytimes,4
mediaequalizer,nationalreview,2
mediaequalizer,alternet,2
mediaequalizer,shareblue,2
mediaequalizer,dailywire,1
mediaequalizer,npr,1
mediaequalizer,thenevadaindependent,1
mediaequalizer,washingtonpost,1
mediaequalizer,theblaze,1
opposingviews,telegraph,2
opposingviews,westernjournal,1
opposingviews,inquisitr,7
opposingviews,cbsnews,3
opposingviews,huffpost,7
opposingviews,theweek,1
opposingviews,independent,1
opposingviews,salon,2
opposingviews,nbcnews,3
opposingviews,vanityfair,1
opposingviews,washingtonexaminer,2
opposingviews,nytimes,13
opposingviews,newsweek,5
opposingviews,washingtonpost,12
opposingviews,foxnews,2
opposingviews,npr,5
opposingviews,realclearpolitics,2
opposingviews,time,4
opposingviews,usatoday,3
opposingviews,latimes,4
opposingviews,washingtontimes,4
opposingviews,theguardian,1
opposingviews,thegrio,1
opposingviews,aol,1
opposingviews,chicagotribune,1
opposingviews,cnn,7
opposingviews,whitehouse,2
opposingviews,wsj,3
opposingviews,crooksandliars,1
opposingviews,bostonglobe,1
opposingviews,fivethirtyeight,1
opposingviews,reason,9
opposingviews,cnbc,2
opposingviews,nypost,2
opposingviews,citizen,3
opposingviews,calwatchdog,1
opposingviews,slate,2
opposingviews,news,1
opposingviews,newsmax,2
opposingviews,dailymail,1
opposingviews,powerlineblog,1
opposingviews,talkingpointsmemo,1
sbsun,pe,279
sbsun,ocregister,99
sbsun,dailynews,15
thestranger,seattletimes,18
thestranger,cnn,5
thestranger,mynorthwest,1
thestranger,nbcnews,2
thestranger,nytimes,7
thestranger,theverge,1
thestranger,foxnews,1
thestranger,huffpost,1
thestranger,latimes,3
thestranger,hollywoodreporter,1
thestranger,talkingpointsmemo,1
thestranger,chicagotribune,1
thestranger,washingtonpost,1
thestranger,slate,1
thestranger,nymag,1
thestranger,crosscut,1
thestranger,theguardian,1
thestranger,cnbc,1
thestranger,merryjane,1
thestranger,npr,1
thestranger,bostonglobe,1
spiked-online,bbc,53
spiked-online,order-order,4
spiked-online,telegraph,16
spiked-online,theguardian,74
spiked-online,dailymail,18
spiked-online,thetimes,26
spiked-online,express,6
spiked-online,independent,22
spiked-online,newyorker,2
spiked-online,pinknews,2
spiked-online,legalinsurrection,2
spiked-online,nationalreview,6
spiked-online,newsweek,2
spiked-online,standard,2
spiked-online,vanityfair,2
spiked-online,sky,4
spiked-online,spectator,8
spiked-online,newstatesman,10
spiked-online,nytimes,20
spiked-online,washingtonpost,5
spiked-online,vox,7
spiked-online,wsj,2
spiked-online,insidehighered,4
spiked-online,reason,4
spiked-online,guttmacher,2
spiked-online,thesun,2
spiked-online,lbc,6
spiked-online,christianpost,2
spiked-online,nymag,2
spiked-online,hrw,4
spiked-online,whitehouse,2
spiked-online,al-monitor,2
spiked-online,cnn,3
spiked-online,huffpost,3
spiked-online,aa,1
spiked-online,euractiv,1
spiked-online,deadline,1
spiked-online,sun-sentinel,1
mediamatters,thedailybeast,16
mediamatters,washingtonpost,46
mediamatters,nytimes,25
mediamatters,rewire,3
mediamatters,thinkprogress,1
mediamatters,vox,13
mediamatters,wsj,8
mediamatters,npr,10
mediamatters,thetrace,1
mediamatters,rollingstone,3
mediamatters,cnn,10
mediamatters,esquire,1
mediamatters,dailykos,1
mediamatters,chicagotribune,2
mediamatters,theguardian,7
mediamatters,theatlantic,2
mediamatters,mysanantonio,1
mediamatters,cbsnews,4
mediamatters,nbcnews,9
mediamatters,dailysignal,3
mediamatters,washingtonexaminer,4
mediamatters,christianpost,2
mediamatters,lifesitenews,3
mediamatters,foxnews,14
mediamatters,talkingpointsmemo,1
mediamatters,dailycaller,3
mediamatters,huffpost,6
mediamatters,thefederalist,3
mediamatters,baltimoresun,1
mediamatters,nymag,3
mediamatters,bbc,1
mediamatters,greentechmedia,2
mediamatters,insideclimatenews,2
mediamatters,brookings,1
mediamatters,grist,1
mediamatters,detroitnews,2
mediamatters,thegazette,2
mediamatters,billingsgazette,2
mediamatters,reason,1
mediamatters,newsweek,3
mediamatters,fortune,1
mediamatters,motherjones,1
mediamatters,cnbc,2
mediamatters,latimes,5
mediamatters,realclearpolitics,1
mediamatters,mediaite,2
mediamatters,sun-sentinel,1
mediamatters,desmogblog,1
mediamatters,salon,2
mediamatters,theweek,2
mediamatters,swissinfo,1
mediamatters,splcenter,2
mediamatters,dailywire,3
mediamatters,angrywhitemen,1
mediamatters,newyorker,2
mediamatters,thenation,1
mediamatters,libertyhangout,1
mediamatters,miaminewtimes,1
mediamatters,washingtonmonthly,1
mediamatters,townhall,5
mediamatters,nationalreview,6
mediamatters,lifenews,4
mediamatters,faithwire,2
mediamatters,washingtontimes,2
mediamatters,guttmacher,1
mediamatters,theblaze,2
mediamatters,freebeacon,2
mediamatters,newsmax,1
mediamatters,independent,1
mediamatters,rawstory,1
mediamatters,hollywoodreporter,1
mediamatters,forbes,1
acsh,cnn,5
acsh,telegraph,2
acsh,latimes,1
acsh,ajc,1
acsh,cbsnews,1
acsh,fortune,2
acsh,npr,2
acsh,morningconsult,1
acsh,washingtonpost,4
acsh,foxnews,3
acsh,nytimes,7
acsh,reason,2
acsh,spokesman,1
acsh,newyorker,2
acsh,seattletimes,3
acsh,pbs,1
acsh,wsj,1
acsh,nymag,1
acsh,bbc,1
acsh,forbes,3
acsh,dailycaller,1
breakingdefense,cnn,2
breakingdefense,nytimes,7
breakingdefense,abovethelaw,120
breakingdefense,post-gazette,1
breakingdefense,whitehouse,4
breakingdefense,washingtonpost,8
breakingdefense,foxnews,1
breakingdefense,aljazeera,1
breakingdefense,bbc,4
breakingdefense,techcrunch,1
breakingdefense,cnbc,2
breakingdefense,financialpost,1
breakingdefense,smh,1
breakingdefense,time,1
breakingdefense,engadget,1
breakingdefense,forbes,1
breakingdefense,militarytimes,1
breakingdefense,news,1
breakingdefense,theguardian,1
miaminewtimes,mercurynews,1
miaminewtimes,cnn,1
miaminewtimes,theguardian,1
miaminewtimes,theatlantic,1
miaminewtimes,reason,1
miaminewtimes,tampabay,1
miaminewtimes,independent,1
presstv,nytimes,2
presstv,theintercept,1
presstv,cbsnews,1
orlandosentinel,sun-sentinel,5
orlandosentinel,latimes,3
orlandosentinel,dailymail,1
orlandosentinel,tampabay,3
orlandosentinel,elpasotimes,1
orlandosentinel,newsweek,1
orlandosentinel,cnn,2
orlandosentinel,usatoday,1
windsorstar,financialpost,365
windsorstar,calgaryherald,120
windsorstar,edmontonjournal,120
windsorstar,lfpress,120
windsorstar,montrealgazette,122
windsorstar,nationalpost,181
windsorstar,ottawacitizen,120
windsorstar,leaderpost,120
windsorstar,thestarphoenix,120
windsorstar,vancouversun,120
windsorstar,torontosun,4
windsorstar,globalnews,1
dcreport,theintercept,4
dcreport,washingtonmonthly,1
dcreport,theatlantic,2
dcreport,nytimes,44
dcreport,cnbc,2
dcreport,washingtonpost,39
dcreport,huffpost,9
dcreport,cnn,6
dcreport,npr,5
dcreport,vox,3
dcreport,slate,3
dcreport,cbsnews,1
dcreport,wsj,2
dcreport,whitehouse,6
dcreport,migrationpolicy,1
dcreport,sfchronicle,3
dcreport,latimes,6
dcreport,freep,1
dcreport,cincinnati,1
dcreport,elpasotimes,1
dcreport,washingtontimes,1
dcreport,wilderness,1
dcreport,citizen,3
dcreport,motherjones,1
dcreport,newyorker,1
dcreport,rawstory,4
dcreport,forbes,3
dcreport,theguardian,5
dcreport,usatoday,1
dcreport,billingsgazette,1
dcreport,nbcnews,3
dcreport,bbc,1
dcreport,fortune,1
dcreport,reviewjournal,3
dcreport,orlandosentinel,1
dcreport,nymag,1
dcreport,texasmonthly,1
dcreport,washingtonexaminer,2
dcreport,militarytimes,1
dcreport,brookings,1
dcreport,psmag,1
dcreport,thinkprogress,1
dcreport,sfgate,1
dcreport,telegraph,1
dcreport,vanityfair,1
dcreport,thegazette,1
dcreport,nola,1
dcreport,tampabay,1
dcreport,foxnews,2
dcreport,thedailybeast,2
dcreport,bostonglobe,1
dcreport,talkingpointsmemo,1
dcreport,theweek,1
dcreport,fivethirtyeight,1
dcreport,nationalmemo,1
dcreport,thestar,1
dcreport,vancouversun,1
ncpolicywatch,brookings,1
ncpolicywatch,salon,1
ncpolicywatch,azcentral,1
ncpolicywatch,huffpost,1
ncpolicywatch,nytimes,2
ncpolicywatch,washingtonpost,3
ncpolicywatch,northjersey,1
ncpolicywatch,americanprogress,1
ncpolicywatch,guttmacher,1
ncpolicywatch,theguardian,1
ncpolicywatch,hrw,1
ncpolicywatch,wsj,1
ncpolicywatch,newyorker,1
ncpolicywatch,citizen-times,1
ncpolicywatch,usatoday,1
ncpolicywatch,newsweek,1
ncpolicywatch,motherjones,1
democratandchronicle,usatoday,201
democratandchronicle,people,1
democratandchronicle,lohud,22
democratandchronicle,jsonline,2
democratandchronicle,newyorker,2
democratandchronicle,buffalonews,2
democratandchronicle,cnn,3
democratandchronicle,delawareonline,1
democratandchronicle,thedailybeast,1
democratandchronicle,latimes,1
democratandchronicle,huffpost,1
democratandchronicle,foxnews,1
democratandchronicle,seattletimes,1
democratandchronicle,nydailynews,1
democratandchronicle,nytimes,3
democratandchronicle,time,1
democratandchronicle,indystar,2
newstimes,delawareonline,1
newstimes,tampabay,1
alternet,salon,39
alternet,dallasnews,1
alternet,nytimes,31
alternet,vox,16
alternet,newint,1
alternet,commondreams,5
alternet,vanityfair,2
alternet,cnn,9
alternet,theatlantic,4
alternet,washingtonmonthly,5
alternet,washingtonpost,22
alternet,rawstory,3
alternet,cbsnews,3
alternet,npr,4
alternet,wsj,1
alternet,whitehouse,1
alternet,latimes,2
alternet,theguardian,3
alternet,huffpost,5
alternet,baltimoresun,4
alternet,time,2
alternet,fivethirtyeight,1
alternet,newyorker,2
alternet,nationalreview,1
alternet,nymag,3
alternet,thenewcivilrightsmovement,6
alternet,hoover,1
alternet,heavy,1
alternet,thedailybeast,2
alternet,nypost,2
alternet,newsweek,1
alternet,democracynow,2
alternet,deadline,1
alternet,thinkprogress,1
alternet,governing,1
alternet,nydailynews,2
alternet,talkingpointsmemo,3
alternet,foxnews,2
alternet,thenation,4
alternet,ajc,1
alternet,truthdig,2
alternet,usatoday,1
alternet,dailykos,2
alternet,juancole,1
alternet,theintercept,3
alternet,realclearpolitics,1
alternet,brookings,1
alternet,cjonline,2
alternet,mondoweiss,1
indystar,usatoday,104
indystar,nbcnews,2
indystar,washingtonpost,2
indystar,mlive,1
indystar,cbsnews,1
indystar,baltimoresun,2
villagevoice,nytimes,18
villagevoice,slate,1
villagevoice,theringer,1
villagevoice,newyorker,1
villagevoice,nymag,1
villagevoice,rollingstone,2
villagevoice,huffpost,1
cnn,washingtonpost,21
cnn,wsj,2
cnn,foxnews,7
cnn,nytimes,16
cnn,chicagotribune,1
cnn,fivethirtyeight,1
cnn,nydailynews,1
cnn,latimes,1
cnn,time,1
cnn,npr,2
cnn,rollingstone,1
cnn,usatoday,4
cnn,theguardian,2
cnn,billingsgazette,1
cnn,cnbc,1
cnn,washingtontimes,2
cnn,sun-sentinel,2
cnn,cbsnews,1
cnn,vox,3
cnn,realclearpolitics,1
cnn,washingtonexaminer,1
cnn,telegraph,1
cnn,theweek,1
deadline,rollingstone,120
deadline,bgr,120
deadline,wsj,1
deadline,mediaite,1
lifezette,foxnews,125
lifezette,twitchy,4
lifezette,thepoliticalinsider,171
lifezette,cnn,5
lifezette,cbsnews,4
lifezette,fivethirtyeight,4
lifezette,washingtontimes,3
lifezette,opslens,8
lifezette,mediaite,6
lifezette,washingtonpost,2
lifezette,washingtonexaminer,3
lifezette,npr,2
lifezette,dailywire,1
lifezette,nymag,1
lifezette,huffpost,1
lifezette,nbcnews,1
lifezette,cnbc,1
lifezette,wsj,1
lifezette,rasmussenreports,1
lifezette,whitehouse,3
latimes,forbes,1
latimes,npr,1
latimes,cnn,2
latimes,usatoday,1
latimes,nytimes,1
latimes,vox,1
latimes,washingtonpost,4
latimes,nbcnews,1
latimes,realclearpolitics,1
latimes,salon,1
latimes,americanprogress,1
pinknews,couriermail,1
pinknews,metro,3
pinknews,dawn,1
pinknews,theguardian,15
pinknews,nbcnews,4
pinknews,thedailybeast,2
pinknews,thetimes,7
pinknews,nypost,1
pinknews,nytimes,2
pinknews,dailymail,3
pinknews,independent,6
pinknews,nymag,1
pinknews,rawstory,1
pinknews,thehindu,1
pinknews,irishtimes,1
pinknews,pbs,1
pinknews,lgbtqnation,1
pinknews,americanthinker,1
pinknews,time,1
pinknews,sky,1
pinknews,washingtonpost,1
pinknews,bbc,8
pinknews,cnn,1
pinknews,inews,1
pinknews,rollingstone,1
pinknews,telegraph,2
pinknews,huffpost,1
pinknews,thesun,1
wgntv,cnn,36
wgntv,huffpost,1
wgntv,chicagotribune,2
wgntv,nytimes,1
wgntv,people,1
wgntv,suntimes,3
thenewcivilrightsmovement,dallasnews,2
thenewcivilrightsmovement,motherjones,1
thenewcivilrightsmovement,latimes,1
thenewcivilrightsmovement,splcenter,3
thenewcivilrightsmovement,realclearpolitics,3
thenewcivilrightsmovement,indystar,1
thenewcivilrightsmovement,mediaite,2
thenewcivilrightsmovement,vanityfair,1
thenewcivilrightsmovement,vox,1
thenewcivilrightsmovement,nbcnews,1
thenewcivilrightsmovement,salon,1
thenewcivilrightsmovement,mediamatters,1
thenewcivilrightsmovement,towleroad,1
thenewcivilrightsmovement,wsj,1
thenewcivilrightsmovement,whitehouse,2
thenewcivilrightsmovement,cbsnews,2
thenewcivilrightsmovement,rappler,1
thenewcivilrightsmovement,newsweek,1
thenewcivilrightsmovement,theglobeandmail,1
thenewcivilrightsmovement,washingtonpost,12
thenewcivilrightsmovement,talkingpointsmemo,1
thenewcivilrightsmovement,cnn,1
thenewcivilrightsmovement,thedailybeast,2
thenewcivilrightsmovement,foxnews,5
thenewcivilrightsmovement,hollywoodreporter,1
thenewcivilrightsmovement,aol,1
thenewcivilrightsmovement,texasobserver,1
thenewcivilrightsmovement,huffpost,2
thenewcivilrightsmovement,dallasvoice,1
thenewcivilrightsmovement,rawstory,3
thenewcivilrightsmovement,detroitnews,1
thenewcivilrightsmovement,thefederalist,1
thenewcivilrightsmovement,pbs,1
thenewcivilrightsmovement,nytimes,2
thenewcivilrightsmovement,cnbc,1
thenewcivilrightsmovement,thinkprogress,1
thenewcivilrightsmovement,americanprogress,1
thenewcivilrightsmovement,theguardian,2
thenewcivilrightsmovement,northjersey,1
couriermail,news,14
couriermail,adelaidenow,6
couriermail,dailytelegraph,6
couriermail,heraldsun,6
couriermail,theaustralian,6
addictinginfo,rawstory,2
addictinginfo,thedailybeast,6
addictinginfo,dailymail,2
addictinginfo,heavy,2
addictinginfo,vanityfair,2
addictinginfo,nydailynews,2
addictinginfo,motherjones,3
addictinginfo,miaminewtimes,2
addictinginfo,nytimes,13
addictinginfo,nbcnews,3
addictinginfo,cincinnati,1
addictinginfo,cbsnews,1
addictinginfo,cnn,5
addictinginfo,independent,1
addictinginfo,theguardian,4
addictinginfo,hillreporter,1
addictinginfo,forbes,1
addictinginfo,bbc,3
addictinginfo,washingtonpost,9
addictinginfo,nypost,2
addictinginfo,salon,2
addictinginfo,thenation,3
addictinginfo,pennlive,1
addictinginfo,grist,1
addictinginfo,washingtonmonthly,1
addictinginfo,counterpunch,1
addictinginfo,hrw,2
addictinginfo,theintercept,2
addictinginfo,latimes,2
addictinginfo,sltrib,1
addictinginfo,vox,2
addictinginfo,huffpost,2
addictinginfo,theatlantic,1
addictinginfo,thetimes,1
addictinginfo,uproxx,1
addictinginfo,hollywoodreporter,1
addictinginfo,mediaite,1
addictinginfo,usatoday,2
addictinginfo,techcrunch,2
addictinginfo,dctribune,3
addictinginfo,npr,2
addictinginfo,aljazeera,2
addictinginfo,washingtonblade,2
addictinginfo,courier-journal,1
addictinginfo,globalnews,1
nationalnewswatch,cbc,72
nationalnewswatch,theglobeandmail,27
nationalnewswatch,globalnews,28
nationalnewswatch,macleans,3
nationalnewswatch,forbes,3
nationalnewswatch,ctvnews,16
nationalnewswatch,thestar,18
nationalnewswatch,ottawacitizen,4
nationalnewswatch,nationalobserver,6
nationalnewswatch,ipolitics,3
nationalnewswatch,huffpost,6
nationalnewswatch,nationalpost,2
nationalnewswatch,lfpress,1
nationalnewswatch,montrealgazette,1
nationalnewswatch,thestarphoenix,2
nationalnewswatch,windsorstar,1
nationalnewswatch,edmontonjournal,2
nationalnewswatch,vancouversun,1
forbes,vanityfair,1
forbes,huffpost,1
forbes,dailymail,1
forbes,slate,1
forbes,usatoday,1
forbes,delawareonline,1
forbes,techcrunch,1
forbes,cnbc,1
newsday,amny,128
newsday,bangordailynews,1
newsday,pe,1
newsday,newyorker,1
newsday,cbsnews,4
newsday,cnn,3
newsday,nytimes,1
newsday,usatoday,1
newsday,nbcnews,3
newsday,vox,1
newsday,foxnews,1
newsday,wsj,1
newsday,nymag,1
newsday,ctvnews,1
newsday,thedailybeast,1
newsday,washingtonexaminer,1
ottawacitizen,financialpost,352
ottawacitizen,calgaryherald,117
ottawacitizen,edmontonjournal,116
ottawacitizen,lfpress,112
ottawacitizen,montrealgazette,120
ottawacitizen,nationalpost,168
ottawacitizen,leaderpost,116
ottawacitizen,thestarphoenix,116
ottawacitizen,vancouversun,120
ottawacitizen,windsorstar,116
ottawacitizen,cbc,1
ottawacitizen,theverge,1
phoenixnewtimes,azcentral,52
phoenixnewtimes,seattletimes,2
phoenixnewtimes,washingtonpost,7
phoenixnewtimes,tucson,3
phoenixnewtimes,hcn,3
phoenixnewtimes,nytimes,7
phoenixnewtimes,usatoday,4
phoenixnewtimes,dailymail,3
phoenixnewtimes,rewire,1
phoenixnewtimes,yaf,1
phoenixnewtimes,currentaffairs,2
phoenixnewtimes,fivethirtyeight,1
phoenixnewtimes,vox,2
phoenixnewtimes,theguardian,3
phoenixnewtimes,guttmacher,1
phoenixnewtimes,insidehighered,2
phoenixnewtimes,cnn,2
phoenixnewtimes,splcenter,2
phoenixnewtimes,huffpost,1
phoenixnewtimes,thedailybeast,1
phoenixnewtimes,billingsgazette,1
phoenixnewtimes,baltimoresun,1
phoenixnewtimes,whitehouse,3
phoenixnewtimes,latimes,3
phoenixnewtimes,npr,1
phoenixnewtimes,azdailysun,1
phoenixnewtimes,time,1
phoenixnewtimes,aol,1
phoenixnewtimes,wsj,1
phoenixnewtimes,forbes,1
washingtonpost,cnn,12
washingtonpost,nbcnews,8
washingtonpost,nytimes,16
washingtonpost,theatlantic,3
washingtonpost,realclearpolitics,4
washingtonpost,fivethirtyeight,3
washingtonpost,hollywoodreporter,2
washingtonpost,brookings,2
washingtonpost,digg,1
washingtonpost,wsj,3
washingtonpost,startribune,1
washingtonpost,nydailynews,1
washingtonpost,thestar,1
washingtonpost,latimes,1
washingtonpost,thinkprogress,1
washingtonpost,tasnimnews,1
washingtonpost,cnbc,1
washingtonpost,cbsnews,1
washingtonpost,japantoday,1
palmerreport,thedailybeast,3
palmerreport,washingtonpost,7
palmerreport,usatoday,5
palmerreport,salon,1
palmerreport,nytimes,11
palmerreport,dailykos,2
palmerreport,freep,3
palmerreport,mlive,1
palmerreport,heavy,2
palmerreport,talkingpointsmemo,3
palmerreport,cbsnews,2
palmerreport,nydailynews,3
palmerreport,hollywoodreporter,1
palmerreport,cnn,3
palmerreport,washingtontimes,1
palmerreport,chicagotribune,1
palmerreport,nypost,2
palmerreport,cnbc,1
palmerreport,politicususa,1
palmerreport,theweek,1
palmerreport,pennlive,1
palmerreport,latimes,1
palmerreport,fivethirtyeight,1
bearingarms,townhall,73
bearingarms,hotair,18
bearingarms,twitchy,18
bearingarms,time,1
bearingarms,dailycaller,1
bearingarms,nj,1
bearingarms,pilotonline,2
bearingarms,jsonline,1
bearingarms,nytimes,1
bearingarms,pbs,1
bearingarms,globalnews,1
bearingarms,unionleader,1
moonofalabama,theintercept,26
moonofalabama,nytimes,118
moonofalabama,theguardian,65
moonofalabama,foxnews,2
moonofalabama,counterpunch,5
moonofalabama,strategic-culture,5
moonofalabama,sputniknews,75
moonofalabama,washingtonpost,41
moonofalabama,usatoday,2
moonofalabama,shadowproof,2
moonofalabama,commondreams,28
moonofalabama,theatlantic,3
moonofalabama,nypost,3
moonofalabama,bbc,52
moonofalabama,presstv,66
moonofalabama,japantoday,44
moonofalabama,panampost,43
moonofalabama,tass,46
moonofalabama,rt,30
moonofalabama,independent,27
moonofalabama,slate,1
moonofalabama,forbes,3
moonofalabama,dailymail,1
moonofalabama,cnn,3
moonofalabama,cbsnews,2
moonofalabama,thesun,1
moonofalabama,wsj,37
moonofalabama,elpais,2
moonofalabama,vox,1
moonofalabama,latimes,1
moonofalabama,mercurynews,1
moonofalabama,al-monitor,1
moonofalabama,inthesetimes,1
moonofalabama,colombiareports,24
moonofalabama,motherjones,24
moonofalabama,nakedcapitalism,24
moonofalabama,desmogblog,24
moonofalabama,thedailybeast,36
moonofalabama,dailysignal,35
moonofalabama,thetimes,35
moonofalabama,militarytimes,1
moonofalabama,chicagotribune,1
moonofalabama,esquire,1
moonofalabama,theamericanconservative,1
moonofalabama,nationalpost,1
moonofalabama,aljazeera,35
moonofalabama,americanthinker,2
moonofalabama,irishtimes,1
moonofalabama,newsweek,1
atlantablackstar,forward,1
atlantablackstar,pbs,1
atlantablackstar,washingtonpost,2
atlantablackstar,npr,1
atlantablackstar,theatlantic,1
atlantablackstar,nytimes,2
atlantablackstar,phoenixnewtimes,1
atlantablackstar,azcentral,1
atlantablackstar,usatoday,1
atlantablackstar,post-gazette,1
atlantablackstar,nypost,3
atlantablackstar,freep,1
atlantablackstar,nbcnews,2
atlantablackstar,cnbc,1
atlantablackstar,stltoday,1
atlantablackstar,baltimoresun,1
atlantablackstar,foxnews,1
atlantablackstar,mlive,3
atlantablackstar,cbsnews,5
atlantablackstar,hollywoodreporter,1
atlantablackstar,nymag,1
atlantablackstar,ajc,2
atlantablackstar,santafenewmexican,1
atlantablackstar,theguardian,1
atlantablackstar,sfchronicle,1
atlantablackstar,bbc,1
atlantablackstar,time,1
thelondoneconomic,digg,83
thelondoneconomic,theguardian,7
thelondoneconomic,huffpost,1
thelondoneconomic,independent,1
thelondoneconomic,bbc,5
thelondoneconomic,sky,1
thelondoneconomic,telegraph,1
thelondoneconomic,spectator,1
thelondoneconomic,standard,1
thelondoneconomic,forbes,1
good,fivethirtyeight,1
good,vox,1
good,nytimes,8
good,vanityfair,2
good,washingtonpost,9
good,nbcnews,2
good,militarytimes,1
good,theguardian,3
good,beliefnet,1
good,bbc,3
good,pressherald,1
good,npr,1
good,theatlantic,2
good,thinkprogress,1
good,denverpost,1
good,independent,1
good,time,1
good,thecollegefix,1
good,insidehighered,3
good,freebeacon,1
good,slate,1
good,tampabay,1
